shipment_id,customer_id,customer_name,industry,origin_city,origin_region,destination_city,destination_region,transport_mode,carrier,commodity_type,weight_lbs,num_pallets,ship_date,delivery_date,transit_days,status,on_time_delivery,base_freight_cost,fuel_surcharge,accessorial_charges,total_freight_cost,cost_per_lb,damage_claim,damage_amount
SHP-000950,C010,QuickRetail Group,Retail,"Los Angeles, CA",US-West,"Toronto, ON",Canada,Air Freight,IronRail Transport,Oversized Load,1623.7,1,2024-09-13,2024-09-17,4,Delayed,,2658.97,464.94,0,3123.91,1.9239,False,0
SHP-000951,C001,Acme Manufacturing,Automotive,"Dallas, TX",US-South,"Detroit, MI",US-Midwest,Truck (LTL),SkyBridge Air Cargo,Finished Products,2329.8,1,2025-03-27,2025-03-30,3,Delivered,True,434.74,49.38,12.65,496.77,0.2132,False,0
SHP-000952,C005,BuildRight Materials,Construction,"Louisville, KY",US-East,"San Francisco, CA",US-West,Truck (LTL),Heartland Trucking,Bulk Commodities,1202.5,1,2024-06-22,2024-06-29,7,Delivered,True,109.55,14.44,0,123.99,0.1031,False,0
SHP-000953,C002,GlobalTech Solutions,Electronics,"Newark, NJ",US-East,"New York, NY",US-East,Intermodal,SwiftHaul Logistics,Machinery & Equipment,66959.4,45,2025-10-05,2025-10-09,4,Delivered,True,4580.02,421.2,0,5001.22,0.0747,False,0
SHP-000954,C011,PackLogic Systems,Packaging,"Memphis, TN",US-South,"Nashville, TN",US-South,Ocean,Continental Express,Fragile Items,311864.1,163,2024-12-19,2025-02-04,47,Delayed,,7328.81,1134.55,306.3,8769.66,0.0281,False,0
SHP-000955,C009,AgroFarm Supplies,Agriculture,"Seattle, WA",US-West,"Denver, CO",US-West,Truck (LTL),SkyBridge Air Cargo,Hazardous Materials,9991.5,11,2024-11-03,2024-11-07,4,Delivered,True,2297.05,268.31,0,2565.36,0.2568,False,0
SHP-000956,C015,ColdChain Express,Food & Beverage,"Louisville, KY",US-East,"Denver, CO",US-West,Intermodal,BlueWave Shipping,Bulk Commodities,75931.7,61,2025-02-01,2025-02-12,11,Delivered,True,3880.11,472.49,221.95,4574.55,0.0602,False,0
SHP-000957,C007,TextileWorld Inc,Textiles,"Houston, TX",US-South,"Vancouver, BC",Canada,Air Freight,IronRail Transport,Oversized Load,3577.3,2,2025-01-07,2025-01-09,2,Delivered,True,5855.32,1023.51,392.06,7270.89,2.0325,False,0
SHP-000958,C007,TextileWorld Inc,Textiles,"Seattle, WA",US-West,"Toronto, ON",Canada,Rail,IronRail Transport,High-Value Goods,104641.8,121,2025-09-30,2025-10-11,11,Delivered,True,4363.56,546.46,477.87,5387.89,0.0515,False,0
SHP-000959,C009,AgroFarm Supplies,Agriculture,"Houston, TX",US-South,"Toronto, ON",Canada,Intermodal,Heartland Trucking,High-Value Goods,76023.9,48,2025-11-27,2025-12-03,6,Delivered,True,2371.95,238.73,86.17,2696.85,0.0355,False,0
SHP-000960,C013,PharmaDist Inc,Pharmaceuticals,"Newark, NJ",US-East,"San Francisco, CA",US-West,Intermodal,PrimeMove Carriers,Raw Materials,70762.1,42,2025-09-19,2025-10-01,12,Delivered,True,2582.82,447.15,0,3029.97,0.0428,False,0
SHP-000961,C011,PackLogic Systems,Packaging,"Chicago, IL",US-Midwest,"Monterrey, MX",Mexico,Truck (FTL),TransNational Freight,General Merchandise,41806.9,24,2024-12-31,2025-01-02,2,Delivered,True,4582.04,518.46,0,5100.5,0.122,False,0
SHP-000962,C005,BuildRight Materials,Construction,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Air Freight,PrimeMove Carriers,Machinery & Equipment,2260.8,1,2025-07-29,,,Cancelled,,2661.41,259.55,0,2920.96,1.292,False,0
SHP-000963,C007,TextileWorld Inc,Textiles,"Chicago, IL",US-Midwest,"Portland, OR",US-West,Air Freight,Continental Express,Hazardous Materials,2784.0,1,2024-04-26,2024-04-29,3,In Transit,,4006.45,714.47,451.83,5172.75,1.858,False,0
SHP-000964,C002,GlobalTech Solutions,Electronics,"Los Angeles, CA",US-West,"San Francisco, CA",US-West,Intermodal,Pacific Route Lines,High-Value Goods,21932.1,16,2025-08-21,2025-08-27,6,Delivered,True,679.9,101.18,465.47,1246.55,0.0568,True,2560.48
SHP-000965,C011,PackLogic Systems,Packaging,"Columbus, OH",US-Midwest,"Phoenix, AZ",US-West,Rail,TransNational Freight,Bulk Commodities,51902.4,26,2025-11-15,2025-11-23,8,Delivered,True,2335.61,345.06,55.49,2736.16,0.0527,False,0
SHP-000966,C012,EnergyFlow Corp,Energy,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Air Freight,Pacific Route Lines,General Merchandise,4460.7,2,2024-10-13,2024-10-16,3,In Transit,,5957.26,577.29,96.01,6630.56,1.4864,True,1729.12
SHP-000967,C003,FreshHarvest Foods,Food & Beverage,"Los Angeles, CA",US-West,"Toronto, ON",Canada,Truck (LTL),SkyBridge Air Cargo,Fragile Items,9961.9,8,2025-11-06,2025-11-09,3,Delivered,True,1368.77,146.85,328.35,1843.97,0.1851,False,0
SHP-000968,C014,AutoParts Direct,Automotive,"Columbus, OH",US-Midwest,"New York, NY",US-East,Ocean,Apex Freight Solutions,General Merchandise,196528.8,120,2025-11-19,2025-12-20,31,Delivered,True,7291.22,860.38,0,8151.6,0.0415,False,0
SHP-000969,C013,PharmaDist Inc,Pharmaceuticals,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Intermodal,Continental Express,Bulk Commodities,76003.4,43,2025-04-05,2025-04-10,5,Delivered,True,5016.22,678.39,133.34,5827.95,0.0767,False,0
SHP-000970,C014,AutoParts Direct,Automotive,"Louisville, KY",US-East,"Miami, FL",US-South,Truck (FTL),BlueWave Shipping,Refrigerated Goods,7976.6,4,2024-03-18,2024-03-19,1,Delivered,True,557.56,53.19,389.44,1000.19,0.1254,False,0
SHP-000971,C006,PetroChem Industries,Chemicals,"Columbus, OH",US-Midwest,"Miami, FL",US-South,Truck (LTL),Apex Freight Solutions,Raw Materials,8746.7,4,2025-12-22,2025-12-28,6,Delayed,,1868.3,169.24,0,2037.54,0.2329,False,0
SHP-000972,C003,FreshHarvest Foods,Food & Beverage,"Chicago, IL",US-Midwest,"Vancouver, BC",Canada,Truck (FTL),SwiftHaul Logistics,High-Value Goods,32424.0,31,2025-10-02,,,Cancelled,,1841.68,279.38,0,2121.06,0.0654,False,0
SHP-000973,C012,EnergyFlow Corp,Energy,"Memphis, TN",US-South,"Nashville, TN",US-South,Ocean,BlueWave Shipping,Raw Materials,368466.7,187,2024-03-22,2024-04-16,25,Delivered,True,10243.37,1701.32,253.79,12198.48,0.0331,False,0
SHP-000974,C015,ColdChain Express,Food & Beverage,"Louisville, KY",US-East,"Nashville, TN",US-South,Truck (LTL),TransNational Freight,Refrigerated Goods,1951.8,1,2025-10-12,2025-10-18,6,Delivered,True,262.71,47.08,0,309.79,0.1587,False,0
SHP-000975,C005,BuildRight Materials,Construction,"Newark, NJ",US-East,"Detroit, MI",US-Midwest,Rail,PrimeMove Carriers,Oversized Load,21257.0,24,2024-06-14,2024-06-20,6,In Transit,,1181.89,175.34,0,1357.23,0.0638,False,0
SHP-000976,C015,ColdChain Express,Food & Beverage,"Los Angeles, CA",US-West,"Nashville, TN",US-South,Intermodal,TransNational Freight,Raw Materials,78401.7,52,2025-12-15,2025-12-20,5,Delivered,True,4994.19,558.55,457.24,6009.98,0.0767,False,0
SHP-000977,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Phoenix, AZ",US-West,Ocean,Pacific Route Lines,Bulk Commodities,157121.1,96,2024-06-23,2024-07-09,16,Delivered,True,3880.89,522.34,114.06,4517.29,0.0288,False,0
SHP-000978,C015,ColdChain Express,Food & Beverage,"Memphis, TN",US-South,"Phoenix, AZ",US-West,Intermodal,Pacific Route Lines,Raw Materials,20687.9,10,2024-11-20,2024-11-30,10,Delivered,True,1384.02,164.08,436.68,1984.78,0.0959,False,0
SHP-000979,C007,TextileWorld Inc,Textiles,"Seattle, WA",US-West,"New York, NY",US-East,Intermodal,BlueWave Shipping,Hazardous Materials,76223.0,54,2024-07-21,2024-07-25,4,In Transit,,3109.9,253.89,135.45,3499.24,0.0459,False,0
SHP-000980,C014,AutoParts Direct,Automotive,"Louisville, KY",US-East,"Boston, MA",US-East,Truck (LTL),IronRail Transport,Raw Materials,7264.9,5,2025-11-12,2025-11-14,2,In Transit,,1115.89,194.98,0,1310.87,0.1804,False,0
SHP-000981,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Nashville, TN",US-South,Rail,BlueWave Shipping,Oversized Load,189800.8,157,2024-11-11,2024-11-18,7,In Transit,,9888.62,1202.8,0,11091.42,0.0584,False,0
SHP-000982,C010,QuickRetail Group,Retail,"Dallas, TX",US-South,"Nashville, TN",US-South,Truck (FTL),Apex Freight Solutions,Hazardous Materials,16275.9,19,2025-04-29,2025-04-30,1,In Transit,,1595.04,256.34,184.78,2036.16,0.1251,False,0
SHP-000983,C004,MedSupply Corp,Healthcare,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Ocean,IronRail Transport,Bulk Commodities,458711.6,234,2024-12-05,2025-01-02,28,Delayed,,17981.49,2853.31,288.61,21123.41,0.046,False,0
SHP-000984,C010,QuickRetail Group,Retail,"Newark, NJ",US-East,"Vancouver, BC",Canada,Air Freight,Apex Freight Solutions,Oversized Load,4107.3,3,2025-06-07,,,Cancelled,,6067.3,770.4,0,6837.7,1.6648,False,0
SHP-000985,C006,PetroChem Industries,Chemicals,"Chicago, IL",US-Midwest,"Portland, OR",US-West,Intermodal,Pacific Route Lines,Machinery & Equipment,28620.5,20,2024-05-26,2024-06-05,10,Delayed,,1502.58,237.02,138.11,1877.71,0.0656,False,0
SHP-000986,C001,Acme Manufacturing,Automotive,"Seattle, WA",US-West,"Phoenix, AZ",US-West,Air Freight,Pacific Route Lines,Finished Products,3929.2,2,2025-07-03,2025-07-04,1,Delivered,True,9482.34,1218.19,0,10700.53,2.7233,False,0
SHP-000987,C015,ColdChain Express,Food & Beverage,"Columbus, OH",US-Midwest,"Nashville, TN",US-South,Truck (FTL),SkyBridge Air Cargo,General Merchandise,40390.9,34,2025-01-20,2025-01-25,5,Delayed,,3308.01,431.41,0,3739.42,0.0926,False,0
SHP-000988,C005,BuildRight Materials,Construction,"Los Angeles, CA",US-West,"New York, NY",US-East,Ocean,Continental Express,Refrigerated Goods,237820.3,139,2025-08-31,2025-10-12,42,Delivered,True,8870.7,840.6,277.63,9988.93,0.042,False,0
SHP-000989,C005,BuildRight Materials,Construction,"Memphis, TN",US-South,"Boston, MA",US-East,Truck (LTL),Apex Freight Solutions,Raw Materials,1712.7,1,2024-11-30,2024-12-10,10,Delivered,True,174.52,30.65,0,205.17,0.1198,False,0
SHP-000990,C014,AutoParts Direct,Automotive,"Dallas, TX",US-South,"Portland, OR",US-West,Truck (FTL),Continental Express,Bulk Commodities,12119.9,6,2025-08-05,2025-08-06,1,Delivered,True,1078.67,168.33,162.01,1409.01,0.1163,False,0
SHP-000991,C012,EnergyFlow Corp,Energy,"Houston, TX",US-South,"Minneapolis, MN",US-Midwest,Truck (FTL),TransNational Freight,Hazardous Materials,9090.1,7,2025-01-03,2025-01-06,3,Delivered,True,482.68,73.07,0,555.75,0.0611,False,0
SHP-000992,C013,PharmaDist Inc,Pharmaceuticals,"Chicago, IL",US-Midwest,"Minneapolis, MN",US-Midwest,Intermodal,Heartland Trucking,General Merchandise,39144.7,39,2024-07-31,2024-08-11,11,In Transit,,2720.56,406.61,44.74,3171.91,0.081,False,0
SHP-000993,C014,AutoParts Direct,Automotive,"Atlanta, GA",US-South,"Denver, CO",US-West,Truck (LTL),SwiftHaul Logistics,Finished Products,619.6,1,2024-08-12,2024-08-17,5,Delivered,True,138.36,14.19,0,152.55,0.2462,False,0
SHP-000994,C003,FreshHarvest Foods,Food & Beverage,"Louisville, KY",US-East,"Phoenix, AZ",US-West,Rail,Continental Express,High-Value Goods,111844.5,107,2024-03-10,2024-03-15,5,Delivered,True,3534.29,291.05,207.47,4032.81,0.0361,False,0
SHP-000995,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (FTL),PrimeMove Carriers,Refrigerated Goods,40265.9,49,2024-06-04,2024-06-09,5,In Transit,,3249.46,529.35,0,3778.81,0.0938,False,0
SHP-000996,C010,QuickRetail Group,Retail,"Atlanta, GA",US-South,"Boston, MA",US-East,Air Freight,PrimeMove Carriers,Finished Products,841.3,1,2024-11-30,2024-12-02,2,Delivered,True,759.86,106.96,0,866.82,1.0303,False,0
SHP-000997,C008,SteelForge Ltd,Metals,"Los Angeles, CA",US-West,"Minneapolis, MN",US-Midwest,Air Freight,Heartland Trucking,High-Value Goods,964.9,1,2024-07-23,2024-07-26,3,Delivered,True,562.83,90.31,437.12,1090.26,1.1299,False,0
SHP-000998,C012,EnergyFlow Corp,Energy,"Newark, NJ",US-East,"Nashville, TN",US-South,Rail,PrimeMove Carriers,Raw Materials,136609.4,167,2024-01-25,2024-02-03,9,Delivered,True,3988.99,674.22,108.4,4771.61,0.0349,False,0
SHP-000999,C014,AutoParts Direct,Automotive,"Seattle, WA",US-West,"Denver, CO",US-West,Intermodal,Continental Express,Bulk Commodities,78896.1,88,2024-10-19,2024-10-26,7,Delivered,True,4741.66,457.69,280.41,5479.76,0.0695,False,0
SHP-001000,C001,Acme Manufacturing,Automotive,"Los Angeles, CA",US-West,"Nashville, TN",US-South,Truck (FTL),SwiftHaul Logistics,Fragile Items,17137.9,16,2024-02-24,2024-02-27,3,Delivered,True,1208.22,165.3,0,1373.52,0.0801,False,0
SHP-001001,C007,TextileWorld Inc,Textiles,"Seattle, WA",US-West,"Miami, FL",US-South,Rail,Continental Express,General Merchandise,158679.9,83,2024-07-28,2024-08-03,6,Delivered,True,8870.21,977.54,0,9847.75,0.0621,False,0
SHP-001002,C011,PackLogic Systems,Packaging,"Los Angeles, CA",US-West,"Minneapolis, MN",US-Midwest,Truck (LTL),SwiftHaul Logistics,Refrigerated Goods,7275.6,8,2024-01-24,2024-02-02,9,Delivered,True,1145.18,193.13,136.57,1474.88,0.2027,False,0
SHP-001003,C004,MedSupply Corp,Healthcare,"Chicago, IL",US-Midwest,"Detroit, MI",US-Midwest,Ocean,Continental Express,General Merchandise,253737.5,130,2024-02-15,2024-03-04,18,Delivered,True,8855.44,1073.65,288.38,10217.47,0.0403,False,0
SHP-001004,C012,EnergyFlow Corp,Energy,"Atlanta, GA",US-South,"Vancouver, BC",Canada,Intermodal,IronRail Transport,Fragile Items,56987.0,30,2025-10-27,2025-10-31,4,Delivered,True,4456.38,440.32,405.18,5301.88,0.093,False,0
SHP-001005,C007,TextileWorld Inc,Textiles,"Louisville, KY",US-East,"Vancouver, BC",Canada,Intermodal,IronRail Transport,General Merchandise,35482.4,21,2025-11-05,2025-11-14,9,Delivered,True,2125.4,267.0,81.95,2474.35,0.0697,False,0
SHP-001006,C006,PetroChem Industries,Chemicals,"Seattle, WA",US-West,"Detroit, MI",US-Midwest,Truck (LTL),Apex Freight Solutions,High-Value Goods,4728.1,3,2025-05-21,2025-05-31,10,Delivered,True,657.68,71.85,375.83,1105.36,0.2338,False,0
SHP-001007,C002,GlobalTech Solutions,Electronics,"Columbus, OH",US-Midwest,"Boston, MA",US-East,Truck (LTL),PrimeMove Carriers,Bulk Commodities,4718.9,2,2024-02-13,2024-02-25,12,Delayed,,982.0,163.19,0,1145.19,0.2427,False,0
SHP-001008,C003,FreshHarvest Foods,Food & Beverage,"Columbus, OH",US-Midwest,"Phoenix, AZ",US-West,Air Freight,BlueWave Shipping,Machinery & Equipment,4887.3,2,2025-03-05,2025-03-06,1,Delivered,True,10188.07,1655.24,0,11843.31,2.4233,False,0
SHP-001009,C009,AgroFarm Supplies,Agriculture,"Chicago, IL",US-Midwest,"Nashville, TN",US-South,Truck (FTL),SkyBridge Air Cargo,Finished Products,42691.6,29,2024-11-29,2024-12-08,9,Delayed,,4235.01,628.48,244.59,5108.08,0.1197,False,0
SHP-001010,C011,PackLogic Systems,Packaging,"Dallas, TX",US-South,"Denver, CO",US-West,Air Freight,PrimeMove Carriers,High-Value Goods,3770.2,2,2024-07-11,2024-07-15,4,Delayed,,2687.78,387.17,417.17,3492.12,0.9262,False,0
SHP-001011,C013,PharmaDist Inc,Pharmaceuticals,"Chicago, IL",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (LTL),TransNational Freight,Fragile Items,7582.4,9,2024-07-14,2024-07-16,2,Delivered,True,997.09,100.63,475.78,1573.5,0.2075,False,0
SHP-001012,C004,MedSupply Corp,Healthcare,"Houston, TX",US-South,"Monterrey, MX",Mexico,Ocean,TransNational Freight,Refrigerated Goods,231773.7,191,2025-09-03,2025-10-06,33,Delivered,True,3152.12,550.01,5.28,3707.41,0.016,False,0
SHP-001013,C005,BuildRight Materials,Construction,"Dallas, TX",US-South,"Nashville, TN",US-South,Air Freight,Pacific Route Lines,Machinery & Equipment,257.3,1,2024-02-01,2024-02-03,2,In Transit,,381.5,31.72,0,413.22,1.606,False,0
SHP-001014,C007,TextileWorld Inc,Textiles,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Truck (FTL),Continental Express,Machinery & Equipment,40225.4,21,2025-05-14,2025-05-21,7,In Transit,,4662.12,692.25,189.98,5544.35,0.1378,False,0
SHP-001015,C009,AgroFarm Supplies,Agriculture,"Chicago, IL",US-Midwest,"Miami, FL",US-South,Truck (LTL),TransNational Freight,Raw Materials,7515.6,4,2024-11-13,2024-11-23,10,Delivered,True,909.39,162.23,0,1071.62,0.1426,False,0
SHP-001016,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Detroit, MI",US-Midwest,Truck (FTL),SwiftHaul Logistics,Hazardous Materials,39508.7,24,2025-04-19,2025-04-22,3,In Transit,,4049.64,702.83,251.04,5003.51,0.1266,False,0
SHP-001017,C015,ColdChain Express,Food & Beverage,"Louisville, KY",US-East,"Toronto, ON",Canada,Ocean,SwiftHaul Logistics,Fragile Items,67657.6,44,2024-02-10,2024-03-13,32,In Transit,,1725.27,168.03,426.78,2320.08,0.0343,False,0
SHP-001018,C011,PackLogic Systems,Packaging,"Houston, TX",US-South,"Miami, FL",US-South,Truck (LTL),Pacific Route Lines,Raw Materials,156.4,1,2024-02-14,2024-02-20,6,Delivered,True,33.14,5.33,386.23,424.7,2.7155,False,0
SHP-001019,C011,PackLogic Systems,Packaging,"Columbus, OH",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (LTL),Pacific Route Lines,Refrigerated Goods,1727.9,1,2025-05-23,2025-05-30,7,Delivered,True,176.94,31.47,11.84,220.25,0.1275,False,0
SHP-001020,C012,EnergyFlow Corp,Energy,"Louisville, KY",US-East,"Vancouver, BC",Canada,Rail,Heartland Trucking,Refrigerated Goods,105258.4,76,2024-09-26,2024-10-06,10,Delivered,True,3284.06,445.74,32.59,3762.39,0.0357,False,0
SHP-001021,C004,MedSupply Corp,Healthcare,"Houston, TX",US-South,"Miami, FL",US-South,Truck (FTL),BlueWave Shipping,Refrigerated Goods,12471.6,6,2025-05-04,2025-05-05,1,In Transit,,694.67,101.41,278.68,1074.76,0.0862,False,0
SHP-001022,C010,QuickRetail Group,Retail,"Dallas, TX",US-South,"Miami, FL",US-South,Air Freight,SwiftHaul Logistics,Oversized Load,779.6,1,2024-03-02,2024-03-05,3,Delivered,True,597.49,89.71,0,687.2,0.8815,False,0
SHP-001023,C011,PackLogic Systems,Packaging,"Atlanta, GA",US-South,"Nashville, TN",US-South,Air Freight,SwiftHaul Logistics,Fragile Items,728.5,1,2025-05-01,,,Cancelled,,1705.78,283.26,94.33,2083.37,2.8598,False,0
SHP-001024,C007,TextileWorld Inc,Textiles,"Louisville, KY",US-East,"Toronto, ON",Canada,Ocean,Heartland Trucking,Refrigerated Goods,336870.4,307,2024-03-15,2024-04-08,24,Delivered,True,12026.27,1136.97,238.84,13402.08,0.0398,False,0
SHP-001025,C014,AutoParts Direct,Automotive,"Seattle, WA",US-West,"Denver, CO",US-West,Rail,Continental Express,General Merchandise,97736.8,77,2025-11-18,,,Cancelled,,5355.98,846.58,0,6202.56,0.0635,False,0
SHP-001026,C014,AutoParts Direct,Automotive,"Newark, NJ",US-East,"Vancouver, BC",Canada,Truck (LTL),Pacific Route Lines,Machinery & Equipment,5144.5,3,2025-06-17,,,Cancelled,,767.04,128.24,120.67,1015.95,0.1975,False,0
SHP-001027,C010,QuickRetail Group,Retail,"Los Angeles, CA",US-West,"Detroit, MI",US-Midwest,Truck (FTL),Heartland Trucking,Refrigerated Goods,40666.0,25,2025-02-06,2025-02-13,7,Delayed,,2098.37,302.46,0,2400.83,0.059,False,0
SHP-001028,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Portland, OR",US-West,Air Freight,PrimeMove Carriers,Fragile Items,4745.1,2,2025-12-12,,,Cancelled,,7226.31,857.11,344.23,8427.65,1.7761,False,0
SHP-001029,C011,PackLogic Systems,Packaging,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Intermodal,PrimeMove Carriers,Refrigerated Goods,44277.3,29,2024-10-01,2024-10-12,11,Delayed,,2085.46,274.65,125.8,2485.91,0.0561,False,0
SHP-001030,C015,ColdChain Express,Food & Beverage,"Seattle, WA",US-West,"Denver, CO",US-West,Air Freight,IronRail Transport,Bulk Commodities,999.6,1,2025-09-04,2025-09-06,2,Delivered,True,1169.53,172.63,0,1342.16,1.3427,False,0
SHP-001031,C010,QuickRetail Group,Retail,"Houston, TX",US-South,"Monterrey, MX",Mexico,Ocean,SkyBridge Air Cargo,Oversized Load,346130.0,207,2025-04-18,2025-05-14,26,Delayed,,10868.48,1470.4,0,12338.88,0.0356,False,0
SHP-001032,C011,PackLogic Systems,Packaging,"Newark, NJ",US-East,"Denver, CO",US-West,Air Freight,PrimeMove Carriers,Hazardous Materials,4057.4,4,2025-04-15,2025-04-21,6,Delayed,,5071.75,604.37,466.24,6142.36,1.5139,False,0
SHP-001033,C005,BuildRight Materials,Construction,"Chicago, IL",US-Midwest,"Detroit, MI",US-Midwest,Air Freight,Continental Express,General Merchandise,985.2,1,2025-08-20,2025-08-22,2,Delivered,True,2333.15,403.12,495.43,3231.7,3.2802,False,0
SHP-001034,C005,BuildRight Materials,Construction,"Los Angeles, CA",US-West,"Detroit, MI",US-Midwest,Ocean,Pacific Route Lines,Machinery & Equipment,243420.4,286,2025-01-05,2025-01-22,17,Delivered,True,5257.88,483.43,0,5741.31,0.0236,False,0
SHP-001035,C002,GlobalTech Solutions,Electronics,"Louisville, KY",US-East,"Portland, OR",US-West,Rail,BlueWave Shipping,Refrigerated Goods,143610.4,125,2024-12-11,2024-12-28,17,Delayed,,4049.81,684.95,4.93,4739.69,0.033,False,0
SHP-001036,C004,MedSupply Corp,Healthcare,"Columbus, OH",US-Midwest,"Nashville, TN",US-South,Air Freight,SkyBridge Air Cargo,Finished Products,4211.8,2,2024-08-13,2024-08-14,1,Delivered,True,3383.76,458.06,0,3841.82,0.9122,False,0
SHP-001037,C004,MedSupply Corp,Healthcare,"Louisville, KY",US-East,"Nashville, TN",US-South,Truck (FTL),BlueWave Shipping,Refrigerated Goods,34618.2,31,2025-02-20,2025-02-22,2,In Transit,,4095.33,438.09,47.84,4581.26,0.1323,False,0
SHP-001038,C015,ColdChain Express,Food & Beverage,"Houston, TX",US-South,"Denver, CO",US-West,Rail,TransNational Freight,General Merchandise,140809.1,77,2024-08-25,2024-08-31,6,Delivered,True,5266.26,874.67,223.08,6364.01,0.0452,False,0
SHP-001039,C008,SteelForge Ltd,Metals,"Memphis, TN",US-South,"San Francisco, CA",US-West,Ocean,Continental Express,Machinery & Equipment,196279.7,165,2025-06-20,,,Cancelled,,5142.53,551.14,245.76,5939.43,0.0303,False,0
SHP-001040,C010,QuickRetail Group,Retail,"Dallas, TX",US-South,"Minneapolis, MN",US-Midwest,Air Freight,IronRail Transport,Bulk Commodities,3532.1,3,2025-02-17,2025-02-18,1,Delivered,True,6011.28,901.05,0,6912.33,1.957,False,0
